"session","created","modified","ended","expired","psid","respondentID","maxSalestax","doePath","doe","salesTaxpath","n1_1type","n1_1amount","n1_2type","n1_2amount","n1_2timing","n1_2timing2","n1_3type","n1_3amount","n1_4type","n1_4amount","n1_4timing","n1_4from","n2_1type","n2_1amount","n2_2type","n2_2amount","n2_2timing","n2_2timing2","n2_3type","n2_3amount","n2_4type","n2_4amount","n2_4timing","n2_4from","n3_1type","n3_1amount","n3_2type","n3_2amount","n3_2timing","n3_2timing2","n3_3type","n3_3amount","n3_4type","n3_4amount","n3_4timing","n3_4from","n4_1type","n4_1amount","n4_2type","n4_2amount","n4_2timing","n4_2timing2","n4_3type","n4_3amount","n4_4type","n4_4amount","n4_4timing","n4_4from","n5_1type","n5_1amount","n5_2type","n5_2amount","n5_2timing","n5_2timing2","n5_3type","n5_3amount","n5_4type","n5_4amount","n5_4timing","n5_4from","n6_1type","n6_1amount","n6_2type","n6_2amount","n6_2timing","n6_2timing2","n6_3type","n6_3amount","n6_4type","n6_4amount","n6_4timing","n6_4from","n7_1type","n7_1amount","n7_2type","n7_2amount","n7_2timing","n7_2timing2","n7_3type","n7_3amount","n7_4type","n7_4amount","n7_4timing","n7_4from","n8_1type","n8_1amount","n8_2type","n8_2amount","n8_2timing","n8_2timing2","n8_3type","n8_3amount","n8_4type","n8_4amount","n8_4timing","n8_4from","n9_1type","n9_1amount","n9_2type","n9_2amount","n9_2timing","n9_2timing2","n9_3type","n9_3amount","n9_4type","n9_4amount","n9_4timing","n9_4from","n10_1type","n10_1amount","n10_2type","n10_2amount","n10_2timing","n10_2timing2","n10_3type","n10_3amount","n10_4type","n10_4amount","n10_4timing","n10_4from","n1_1amount_label","n2_1amount_label","n3_1amount_label","n4_1amount_label","n5_1amount_label","n6_1amount_label","n7_1amount_label","n8_1amount_label","n9_1amount_label","n10_1amount_label","systime_cbc1_start","cbc1","systime_cbc1_end","cbc2","systime_cbc2_end","cbc3","systime_cbc3_end","cbc4","systime_cbc4_end","cbc5","systime_cbc5_end","cbc6","systime_cbc6_end","cbc7","systime_cbc7_end","cbc8","systime_cbc8_end","cbc9","systime_cbc9_end","cbc10","systime_cbc10_end","cbcSummary","cbcAllSame"
"gzReIn6jTj2ST1eBjCRSuyharGIZcJ6KkNPLmSI8NMnV8YsGOKFkBbcX2Z_v6y_R","2021-08-23 19:10:57","2021-08-23 19:12:59","2021-08-23 19:13:00","","FQZxCw4glWx5civ2aJlcTg**","7863","2250","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$2,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,500","Rebate","$4,000","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$2,000","2 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$6,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,500","Rebate","$4,000","2 weeks after purchase","Dealer","Sales Tax Exemption","0.75","Tax Credit","$2,500","Time of Sale","","Tax Deduction","$7,500","Rebate","$5,000","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,500","6 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$4,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,500","Rebate","$7,000","6 weeks after purchase","Dealer","Sales Tax Exemption","0.75","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$5,000","Rebate","$7,500","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$2,000","Rebate","$2,000","6 weeks after purchase","Dealer","Sales Tax Exemption","0.75","Tax Credit","$3,000","Time of Sale","","Tax Deduction","$5,500","Rebate","$7,000","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$3,500","Time of Sale","","Tax Deduction","$8,000","Rebate","$1,500","6 weeks after purchase","Auto Manufacturer","1,700","2,200","1,100","1,700","2,200","1,100","1,700","2,200","1,700","2,200","2021-08-23 19:11:14","3","2021-08-23 19:11:23","1","2021-08-23 19:11:32","2","2021-08-23 19:11:41","4","2021-08-23 19:11:55","1","2021-08-23 19:12:07","4","2021-08-23 19:12:15","4","2021-08-23 19:12:25","4","2021-08-23 19:12:46","4","2021-08-23 19:12:52","3","2021-08-23 19:13:00","Array","0"
"z-SaORcEHdvivgbq_xrcASWiYdw3CAowo9AV6ycYEWJUKuiqdM1HujutEo0jmFO5","2021-08-23 19:11:04","2021-08-23 19:14:28","2021-08-23 19:14:28","","FQZxCw4glWy88QJ3haTlTQ**","5195","1125","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","1","Tax Credit","$7,000","Time of Sale","","Tax Deduction","$4,500","Rebate","$3,500","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$2,000","Rebate","$2,000","Time of Sale","Government","Sales Tax Exemption","0.75","Tax Credit","$4,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$3,000","Rebate","$5,500","6 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$5,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,500","Rebate","$6,500","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$2,000","Rebate","$1,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$2,000","Rebate","$4,000","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,000","Rebate","$7,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$2,000","Time of Sale","Government","Sales Tax Exemption","0.5","Tax Credit","$4,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,000","Rebate","$2,500","6 weeks after purchase","Government","Sales Tax Exemption","0.75","Tax Credit","$4,500","Time of Sale","","Tax Deduction","$2,500","Rebate","$2,500","6 weeks after purchase","Dealer","1,100","1,100","800","600","1,100","600","1,100","1,100","600","800","2021-08-23 19:11:19","2","2021-08-23 19:11:40","4","2021-08-23 19:12:03","4","2021-08-23 19:12:33","4","2021-08-23 19:12:48","4","2021-08-23 19:13:28","4","2021-08-23 19:13:39","4","2021-08-23 19:13:54","4","2021-08-23 19:14:04","2","2021-08-23 19:14:15","2","2021-08-23 19:14:28","Array","0"
"-p--dpuigmeiIXnpKKkvBqiMKLqzwuKkEEk9tbB7AcMBdijS-60jjlB4JMmfFpDw","2021-08-23 19:11:05","2021-08-23 19:12:49","2021-08-23 19:12:50","","FQZxCw4glWwi_dNrcVsuaw**","4739","2625","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","1","Tax Credit","$7,500","Time of Sale","","Tax Deduction","$4,000","Rebate","$3,500","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,000","Rebate","$6,500","Time of Sale","Government","Sales Tax Exemption","0.75","Tax Credit","$3,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,500","Rebate","$2,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$1,500","Rebate","$1,500","Time of Sale","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$5,000","Time of Sale","","Tax Deduction","$3,000","Rebate","$4,500","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,000","Rebate","$2,500","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,000","2 weeks after purchase","Government","Sales Tax Exemption","0.75","Tax Credit","$5,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,500","Rebate","$3,500","Time of Sale","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$3,500","Time of Sale","","Tax Deduction","$4,500","Rebate","$2,500","6 weeks after purchase","Dealer","2,600","2,600","2,600","2,000","2,600","1,300","2,600","2,600","2,000","1,300","2021-08-23 19:11:18","2","2021-08-23 19:11:29","1","2021-08-23 19:11:42","3","2021-08-23 19:11:55","3","2021-08-23 19:12:02","1","2021-08-23 19:12:09","2","2021-08-23 19:12:14","2","2021-08-23 19:12:26","1","2021-08-23 19:12:35","2","2021-08-23 19:12:42","3","2021-08-23 19:12:50","Array","0"
"I4rpDcNVEznwRuDFp9078as4BA6M_OVShCrOkWkIrWoQa_k9AiXRX6LmmfuaHkLP","2021-08-23 19:11:14","2021-08-23 19:14:11","2021-08-23 19:14:11","","FQZxCw4glWzromUby1T67A**","1326","2250","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","1","Tax Credit","$7,500","Time of Sale","","Tax Deduction","$6,500","Rebate","$7,000","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$2,000","Rebate","$2,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$6,000","Time of Sale","","Tax Deduction","$8,000","Rebate","$3,000","6 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$3,500","Time of Sale","","Tax Deduction","$2,500","Rebate","$2,500","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$2,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$6,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,500","Rebate","$8,000","2 weeks after purchase","Government","Sales Tax Exemption","0.75","Tax Credit","$8,000","Time of Sale","","Tax Deduction","$7,500","Rebate","$6,500","6 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$2,000","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$4,500","Time of Sale","","Tax Deduction","$2,500","Rebate","$1,500","6 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$8,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$3,500","Rebate","$8,000","Time of Sale","Auto Manufacturer","2,200","2,200","1,700","1,100","2,200","2,200","1,700","2,200","2,200","1,100","2021-08-23 19:11:21","3","2021-08-23 19:11:38","4","2021-08-23 19:12:04","3","2021-08-23 19:12:14","3","2021-08-23 19:12:28","4","2021-08-23 19:12:53","4","2021-08-23 19:13:04","3","2021-08-23 19:13:23","3","2021-08-23 19:13:40","2","2021-08-23 19:13:50","4","2021-08-23 19:14:11","Array","0"
"KGH6D-IhaqJnVrGxjFtTNtF5ObPgF01NT0G8U7D1b4nSC17_k9WQTlZRS49wEWEw","2021-08-23 19:11:19","2021-08-23 19:15:02","2021-08-23 19:15:02","","FQZxCw4glWxxzTxxApGbnA**","1002","1875","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","1","Tax Credit","$5,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$3,500","Rebate","$2,500","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$1,500","Rebate","$1,000","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$7,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$5,500","Time of Sale","","Tax Deduction","$1,000","Rebate","$2,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$1,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$6,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,000","Rebate","$7,500","Time of Sale","Dealer","Sales Tax Exemption","0.75","Tax Credit","$5,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,000","Rebate","$4,500","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$2,000","Rebate","$1,000","Time of Sale","Government","Sales Tax Exemption","0.5","Tax Credit","$3,000","Time of Sale","","Tax Deduction","$3,500","Rebate","$4,500","2 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$4,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,000","Rebate","$2,500","Time of Sale","Dealer","1,900","1,900","1,900","1,400","1,900","1,400","1,400","1,900","900","900","2021-08-23 19:11:37","2","2021-08-23 19:12:23","1","2021-08-23 19:13:03","4","2021-08-23 19:13:23","2","2021-08-23 19:13:39","3","2021-08-23 19:14:00","4","2021-08-23 19:14:08","2","2021-08-23 19:14:31","1","2021-08-23 19:14:44","4","2021-08-23 19:14:52","3","2021-08-23 19:15:02","Array","0"
"LWgQZgSxEmlPERNpVAxl0ZCrckhdjwUYInWV_3Wf44bY6pvCVqMA_Qu68nktm44F","2021-08-23 19:11:25","2021-08-23 19:14:13","2021-08-23 19:14:14","","FQZxCw4glWyA9Pz9eje7GQ**","87","3750","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$3,500","Time of Sale","","Tax Deduction","$4,500","Rebate","$7,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$1,500","Rebate","$2,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$8,000","Time of Sale","","Tax Deduction","$2,500","Rebate","$2,000","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$8,000","Time of Sale","","Tax Deduction","$8,000","Rebate","$2,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$1,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$5,500","Rebate","$3,000","2 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,500","Rebate","$4,500","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$2,000","Rebate","$1,000","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$7,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,500","Rebate","$5,000","2 weeks after purchase","Government","2,800","3,800","1,900","3,800","3,800","2,800","1,900","3,800","3,800","3,800","2021-08-23 19:11:33","4","2021-08-23 19:11:55","1","2021-08-23 19:12:17","2","2021-08-23 19:12:32","2","2021-08-23 19:12:44","1","2021-08-23 19:13:03","4","2021-08-23 19:13:26","4","2021-08-23 19:13:36","1","2021-08-23 19:13:49","4","2021-08-23 19:14:02","4","2021-08-23 19:14:13","Array","0"
"6rDp2xyKtoSUOTmxsnyEwbBdsjFrwMUVPyr0znlN9h2JvgYzQ033rTrrIZ7DgAH5","2021-08-23 19:11:30","2021-08-23 19:13:22","2021-08-23 19:13:22","","FQZxCw4glWyLDnF3gAgAuA**","712","3375","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,000","Rebate","$7,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,500","Time of Sale","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$4,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,000","Rebate","$6,500","2 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$7,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,000","Rebate","$4,500","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$1,500","Rebate","$2,000","6 weeks after purchase","Dealer","Sales Tax Exemption","0.75","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,000","Rebate","$4,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$3,000","Time of Sale","","Tax Deduction","$8,000","Rebate","$7,500","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,000","2 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$4,000","Time of Sale","","Tax Deduction","$6,500","Rebate","$3,000","6 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$5,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$8,000","Rebate","$3,500","6 weeks after purchase","Dealer","2,500","3,400","2,500","1,700","3,400","2,500","1,700","3,400","1,700","1,700","2021-08-23 19:11:37","4","2021-08-23 19:11:49","4","2021-08-23 19:12:06","4","2021-08-23 19:12:19","4","2021-08-23 19:12:31","4","2021-08-23 19:12:37","4","2021-08-23 19:12:42","4","2021-08-23 19:12:48","4","2021-08-23 19:13:01","4","2021-08-23 19:13:12","4","2021-08-23 19:13:22","Array","1"
"RN5ABb6vwmqN9KEg4pC9kF9fzp7Z5QycDmI_2IW3aZCqiwxd3YPqSpeoLg2XfGUL","2021-08-23 19:11:32","2021-08-23 19:16:11","2021-08-23 19:16:12","","FQZxCw4glWwx6b4O07Jmog**","7884","2250","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$3,000","Rebate","$5,500","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$1,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$3,000","Rebate","$5,000","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$4,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$3,500","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,000","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$4,000","Time of Sale","","Tax Deduction","$4,000","Rebate","$4,000","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$8,000","Time of Sale","","Tax Deduction","$6,500","Rebate","$6,000","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$2,000","6 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$8,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,000","Rebate","$8,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$5,000","Time of Sale","","Tax Deduction","$5,000","Rebate","$1,500","2 weeks after purchase","Dealer","1,700","2,200","2,200","2,200","2,200","2,200","2,200","2,200","1,100","1,100","2021-08-23 19:11:46","4","2021-08-23 19:12:02","1","2021-08-23 19:12:20","4","2021-08-23 19:12:31","4","2021-08-23 19:12:51","1","2021-08-23 19:14:45","2","2021-08-23 19:15:27","2","2021-08-23 19:15:39","1","2021-08-23 19:15:49","4","2021-08-23 19:16:01","2","2021-08-23 19:16:11","Array","0"
"VhJmIPKqzz8Y-S15hPJPrk4pLY02TPtIg9SMKR_putB8Gnt8b3JotGZXprUU7GQn","2021-08-23 19:11:34","2021-08-23 19:13:59","2021-08-23 19:14:00","","FQZxCw4glWzWDfLCGWG98g**","9114","750","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$5,500","Rebate","$6,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$2,000","Rebate","$2,000","2 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$4,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$3,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$5,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$7,500","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,500","6 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$5,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,500","Rebate","$3,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$2,500","Time of Sale","","Tax Deduction","$6,000","Rebate","$5,000","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$2,000","Time of Sale","Dealer","Sales Tax Exemption","0.5","Tax Credit","$8,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,000","Rebate","$3,500","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$4,000","Time of Sale","","Tax Deduction","$6,000","Rebate","$6,000","Time of Sale","Government","800","800","400","600","800","800","400","800","400","800","2021-08-23 19:11:56","4","2021-08-23 19:12:17","4","2021-08-23 19:12:37","4","2021-08-23 19:12:59","4","2021-08-23 19:13:07","4","2021-08-23 19:13:18","4","2021-08-23 19:13:29","4","2021-08-23 19:13:40","4","2021-08-23 19:13:48","4","2021-08-23 19:13:54","4","2021-08-23 19:14:00","Array","1"
"l8AnyuRQxi_qOW3Vksfw4MXqcMMINOCNdAsKj20jT-ZU_LOH5FWStQN0NEPgYlt2","2021-08-23 19:11:43","2021-08-23 19:13:55","2021-08-23 19:13:55","","FQZxCw4glWynYtuw7LPgrg**","5946","2250","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$3,000","Rebate","$4,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$1,000","Rebate","$1,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$4,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$3,000","Rebate","$3,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$7,500","Time of Sale","","Tax Deduction","$5,000","Rebate","$4,000","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$1,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$7,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$3,000","Rebate","$8,000","Time of Sale","Dealer","Sales Tax Exemption","0.75","Tax Credit","$7,500","Time of Sale","","Tax Deduction","$8,000","Rebate","$7,000","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$1,500","Rebate","$2,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$4,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$8,000","Rebate","$2,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$7,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$8,000","Rebate","$2,000","2 weeks after purchase","Government","1,700","2,200","1,100","1,700","2,200","1,100","1,700","2,200","1,100","2,200","2021-08-23 19:11:57","1","2021-08-23 19:12:24","1","2021-08-23 19:12:39","2","2021-08-23 19:12:52","2","2021-08-23 19:13:01","1","2021-08-23 19:13:14","4","2021-08-23 19:13:22","4","2021-08-23 19:13:29","4","2021-08-23 19:13:36","3","2021-08-23 19:13:48","3","2021-08-23 19:13:55","Array","0"
