"session","created","modified","ended","expired","psid","ip_address","browser","respondentID","dynata_root","dynata_complete","dynata_screen","dynata_quota","inMarket","zip","income","inMarketscreenout","incomescreenout"
"ArWixlwImxe1FmByrRIXbXr1FErGoJ8Pl_W6CY7LUW0xuj1znWOMChdlws60UQgY","2021-11-02 01:31:55","","","","85syV5osN2W7XzBAY7HhpQ**","96.58.170.33","Mozilla/5.0 (Linux; Android 10; SM-A115U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36","889","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2W7XzBAY7HhpQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2W7XzBAY7HhpQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2W7XzBAY7HhpQ**","","","","",""
"TCAtvhwhkcLOYr59B7NTeIxk9kw4RHkX-lt2U2tSBZfYeOlNaTcaIxyp1JQiLIqH","2021-11-02 01:33:16","2021-11-02 01:33:53","2021-11-02 01:33:53","","85syV5osN2VOQnzEFjk9rw**","24.144.186.77","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","4567","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2VOQnzEFjk9rw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2VOQnzEFjk9rw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2VOQnzEFjk9rw**","not_in_market","16023","inc_35to50","1","0"
"q3VI5tQsNhLnISF92rzEMFL4Edd5Ock1r0e2BUjzTXBsrC9gAAay3jVjfXAHZB1r","2021-11-02 01:38:37","2021-11-02 01:39:05","2021-11-02 01:39:05","","85syV5osN2XZATT0Rp7JzQ**","96.60.53.221","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0","7366","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XZATT0Rp7JzQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XZATT0Rp7JzQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XZATT0Rp7JzQ**","0-3months","37933","inc_35to50","0","0"
"TWEjEufiqVWDy-JF8BdKTjU6CzEnJZESYEnarOkyLZmKzC2UK1iIrmmHmkMiQmVA","2021-11-02 01:38:42","2021-11-02 01:39:34","2021-11-02 01:39:34","","85syV5osN2USIcoovp_zGw**","24.29.175.234","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","4165","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2USIcoovp_zGw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2USIcoovp_zGw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2USIcoovp_zGw**","1year","45040","inc_35to50","0","0"
"YAU2RKKjBX9s7ob0olynNKjZCDVBDeOvymhk4xY8SjisS0puAc04JLSfy6kgfsPD","2021-11-02 01:38:43","","","","85syV5osN2WXBvoa8jAGdw**","205.220.215.1","Mozilla/5.0 (X11; CrOS x86_64 14092.66.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.95 Safari/537.36","4211","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WXBvoa8jAGdw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WXBvoa8jAGdw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WXBvoa8jAGdw**","","","","",""
"P184_VzPT3i5zUlg1ivk1dC7AOSt2a-gh4gH-wzDdxN763vybPnFn-QW-fbhy8nO","2021-11-02 01:38:49","2021-11-02 01:39:26","2021-11-02 01:39:26","","85syV5osN2XxdWRQXa380A**","72.203.164.119","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0","1187","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XxdWRQXa380A**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XxdWRQXa380A**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XxdWRQXa380A**","not_in_market","32507","inc_25to35","1","0"
"VjU_3HQ2soagpVK4XT_3iAbvlhHANSr604eMh5BkSGO6exgB3lLZ-XPklReF42pH","2021-11-02 01:39:29","2021-11-02 01:40:07","2021-11-02 01:40:07","","85syV5osN2X3YEyP6z69qg**","172.58.109.137","Mozilla/5.0 (Linux; Android 8.1.0; SAMSUNG SM-J727T1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/15.0 Chrome/90.0.4430.210 Mobile Safari/537.36","9092","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2X3YEyP6z69qg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2X3YEyP6z69qg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2X3YEyP6z69qg**","not_in_market","75785","inc_35to50","1","0"
"Bxo3p9uXHbq00catDjZIHqLCTGgupOA_var5aojRG-Kex7K0KMSqVtBSAMNAG0ua","2021-11-02 01:41:08","2021-11-02 01:41:53","2021-11-02 01:41:53","","85syV5osN2WHIT25fRxyqA**","141.239.103.210","Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/95.0.4638.50 Mobile/15E148 Safari/604.1","9714","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WHIT25fRxyqA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WHIT25fRxyqA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WHIT25fRxyqA**","not_in_market","96734","inc_25to35","1","0"
"tNf7nqRlWX7VhL4SwOa-6cmWTV2Is4aX3nDrXpjglr2nCVH6bpQ8hysAl7ULm0G4","2021-11-02 01:41:11","2021-11-02 01:41:42","2021-11-02 01:41:42","","85syV5osN2Vm6tFEq_VuUQ**","73.99.44.21","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36 Edg/95.0.1020.40","8165","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2Vm6tFEq_VuUQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2Vm6tFEq_VuUQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2Vm6tFEq_VuUQ**","no_timeline","24541","under25","0","0"
"PPz8Igcx3vI6RYpJKQIkSHPVDEWwaFRxqPhh10e8kVNSXXJXWAJOy8dwxjn3qlAe","2021-11-02 01:42:24","","","","85syV5osN2UYuWBEqmmVtQ**","73.45.232.222","Mozilla/5.0 (Linux; Android 11; SM-G998U Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.50 Mobile Safari/537.36","1148","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2UYuWBEqmmVtQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2UYuWBEqmmVtQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2UYuWBEqmmVtQ**","","","","",""
"d0zMCfIP_pPafNpNvS7SHbdAdQqeHLVMKjegdRG85EggonyiBStvB7Tk8o-r-4Db","2021-11-02 01:43:04","2021-11-02 01:43:28","2021-11-02 01:43:28","","85syV5osN2USD4dE94MAtA**","75.190.40.4","Mozilla/5.0 (Linux; Android 11; SM-N975U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36","2674","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2USD4dE94MAtA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2USD4dE94MAtA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2USD4dE94MAtA**","not_in_market","28025","inc_35to50","1","0"
"72NDu3f-MVlu3O8HVJxw6T032ma49E4aZlqZYJjX9BAlAmqH6HGvltgA1HqvuQDJ","2021-11-02 01:47:21","2021-11-02 01:48:21","2021-11-02 01:48:21","","85syV5osN2XtR7ZDyY0wHw**","104.63.109.206","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","9250","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XtR7ZDyY0wHw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XtR7ZDyY0wHw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XtR7ZDyY0wHw**","no_timeline","91913","inc_25to35","0","0"
"AmQyPgZaYkSxWKaqS6f3awrrLv3rDu2JyV-oTUIWLCxRYUHeAvUv_VkO_v0BAT6n","2021-11-02 01:48:01","2021-11-02 01:49:24","2021-11-02 01:49:24","","85syV5osN2WSyOYlMGP5Dw**","172.58.19.161","Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","6765","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WSyOYlMGP5Dw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WSyOYlMGP5Dw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WSyOYlMGP5Dw**","0-3months","85031","inc_50to75","0","1"
"JRtV0M9bUOIpLialRyGnY9R7XehLZb4GHrNPHxi7mObOGxMf_hc-ASw3RSJibLpv","2021-11-02 01:48:03","2021-11-02 01:48:23","2021-11-02 01:48:23","","85syV5osN2V4T9VYncFlJQ**","67.174.206.153","Mozilla/5.0 (iPhone; CPU iPhone OS 15_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","2080","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2V4T9VYncFlJQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2V4T9VYncFlJQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2V4T9VYncFlJQ**","not_in_market","94520","under25","1","0"
"8xRkwoaKzG1uwriKvoxafGugEKhSGSEr7Es0KjEDXNR6wgfT2G_cUGgbAU_DSgpy","2021-11-02 01:48:31","2021-11-02 01:49:09","2021-11-02 01:49:10","","85syV5osN2WhxlPGk7p9jg**","68.186.235.77","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","8926","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WhxlPGk7p9jg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WhxlPGk7p9jg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WhxlPGk7p9jg**","not_in_market","70461","inc_35to50","1","0"
"_j0kGVjkQ5y5_5VxZbCTULSZeEt4ohMiRimZsKsrQwLklJN8dsFUAOF7Hk5Tq00G","2021-11-02 01:48:57","2021-11-02 01:49:45","2021-11-02 01:49:45","","85syV5osN2UjNrqp0UGsLg**","107.222.35.160","Mozilla/5.0 (Linux; Android 9; SM-T307U Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.50 Mobile Safari/537.36 EdgW/1.0","6777","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2UjNrqp0UGsLg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2UjNrqp0UGsLg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2UjNrqp0UGsLg**","0-3months","32043","inc_35to50","0","0"
"JuEL1DOwlcMbhgl-wCKvaw8lhEXFw8u1kejxt15GUCA5ilrPUAVtm7Dk78SKxkrT","2021-11-02 01:49:47","2021-11-02 01:50:13","2021-11-02 01:50:13","","85syV5osN2XhAEDobx-nmQ**","73.168.151.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","7513","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XhAEDobx-nmQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XhAEDobx-nmQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XhAEDobx-nmQ**","not_in_market","46614","inc_200to250","1","1"
"5T3ggBxChwFJOhYqeLcY3zzVrJjWkNtJEpync3litEKXUUybgxntx4UrKcJDVZ66","2021-11-02 01:51:46","2021-11-02 01:53:21","2021-11-02 01:53:21","","85syV5osN2VFn3JmmKfahg**","108.39.204.176","Mozilla/5.0 (X11; CrOS x86_64 14150.64.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.104 Safari/537.36","7196","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2VFn3JmmKfahg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2VFn3JmmKfahg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2VFn3JmmKfahg**","not_in_market","15212","inc_35to50","1","0"
"lA01PAz8nw15Cy2-i-3StLKlezyY5C31RlO0WXOT5tOWaaUyVwp1VBAM1yopYUzz","2021-11-02 01:53:45","2021-11-02 01:54:38","2021-11-02 01:54:38","","85syV5osN2VWpN2etEXXZg**","72.239.216.55","Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1","200","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2VWpN2etEXXZg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2VWpN2etEXXZg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2VWpN2etEXXZg**","1year","32926","inc_100to150","0","1"
"KHQBkfXFMb8B4BiMcR-8gvWO11Nk_tQQn_yd2w7m3gxBmsiYy3O-b__k-ZtqCU5L","2021-11-02 01:55:08","2021-11-02 01:55:38","2021-11-02 01:55:38","","85syV5osN2XeCRMZW63Vtw**","73.183.238.2","Mozilla/5.0 (Linux; Android 9; SM-A207M Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.50 Mobile Safari/537.36","2063","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XeCRMZW63Vtw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XeCRMZW63Vtw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XeCRMZW63Vtw**","1year","77071","inc_25to35","0","0"
"p5_LCyJDlh16iYuGYwCbgCob70tIoTz8l89-Wx4NN1_I3ZAdKMmsEN5iw-BIO8lH","2021-11-02 01:59:27","2021-11-02 02:00:00","2021-11-02 02:00:00","","85syV5osN2WbJ_JXe6OvRQ**","47.218.248.99","Mozilla/5.0 (Linux; Android 11; SM-G998U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36","2921","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WbJ_JXe6OvRQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WbJ_JXe6OvRQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WbJ_JXe6OvRQ**","not_in_market","77845","inc_50to75","1","1"
"saw43EEVvvEGKPk9iL8QZci_-jdIX92pDxIay_bFIoayHCMGv7K8JbFjF_632d2f","2021-11-02 02:01:05","2021-11-02 02:02:21","2021-11-02 02:02:21","","85syV5osN2Vi-RUAT-pnRQ**","184.21.29.251","Mozilla/5.0 (Linux; Android 11; SM-A315G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36","1577","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2Vi-RUAT-pnRQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2Vi-RUAT-pnRQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2Vi-RUAT-pnRQ**","not_in_market","75474","under25","1","0"
"K_3nl2DIU4ktSCWw_zXlxszi2qcmRv3eOhOsaOCFgllqPu_SCtBODIe0cTQFY62N","2021-11-02 02:03:31","2021-11-02 03:02:11","2021-11-02 03:02:12","","85syV5osN2XGBO7NTKjO3w**","199.192.158.203","Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","5094","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XGBO7NTKjO3w**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XGBO7NTKjO3w**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XGBO7NTKjO3w**","0-3months","65807","inc_25to35","0","0"
"20hdFY5FmzlCT4XjzLXlYxcK4DnTW0Rj4GHpi9XF43JR0vwqXaejt6-TwOKfAf99","2021-11-02 02:05:59","2021-11-02 02:06:42","2021-11-02 02:06:42","","85syV5osN2WNY_cpuzICQg**","174.203.128.182","Mozilla/5.0 (Linux; Android 10; LM-Q730 Build/QKQ1.200216.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4606.85 Mobile Safari/537.36","4997","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WNY_cpuzICQg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WNY_cpuzICQg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WNY_cpuzICQg**","not_in_market","16242","under25","1","0"
"kI355fCMRy6z-uJrVZNlzfDxxGvpSXCJ61ioBNurQk2MgOEGKRvtK2WT2nTDVWWW","2021-11-02 02:08:04","2021-11-02 02:10:08","2021-11-02 02:10:09","","85syV5osN2XuV_HBYMkTBw**","172.58.129.143","Mozilla/5.0 (Linux; Android 10; moto g play (2021) Build/QZAS30.Q4-39-57-2-2-1-1-3-5; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36","2152","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XuV_HBYMkTBw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XuV_HBYMkTBw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XuV_HBYMkTBw**","not_in_market","33179","under25","1","0"
"QjA9qyl1U6eacfmy42C5Gs0Bmcng3_yoqJXm15QRuRaMDvyG2n9Ze8YJNEZsI2Gg","2021-11-02 02:09:57","2021-11-02 02:10:26","2021-11-02 02:10:27","","85syV5osN2XHDfSPT4JU5Q**","108.205.220.22","Mozilla/5.0 (Linux; Android 11; SM-G975U1 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.50 Mobile Safari/537.36","8641","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XHDfSPT4JU5Q**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XHDfSPT4JU5Q**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XHDfSPT4JU5Q**","not_in_market","77355","inc_35to50","1","0"
"xZ4tMh5124f3xAzpj_w2djxtoqUbtFW7NJ5ERozlasGUM_g6tXXrYM6iFbMvXqeh","2021-11-02 02:10:42","2021-11-02 02:11:38","2021-11-02 02:11:38","","85syV5osN2VyF-Z5BuiKYg**","209.42.158.22","Mozilla/5.0 (Linux; Android 10; LM-Q730 Build/QKQ1.200216.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.50 Mobile Safari/537.36","1398","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2VyF-Z5BuiKYg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2VyF-Z5BuiKYg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2VyF-Z5BuiKYg**","1year","18603","prefer_not_say","0","1"
"j8v7yiTnlcmRbAs8qollAKNX0gYpxalcFzuw4VyP7wMGLzrN3SqSnQ1QzaTJkABF","2021-11-02 02:11:25","2021-11-02 02:13:50","2021-11-02 02:13:50","","85syV5osN2Uc0m0DsNOI8w**","173.21.124.23","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36 Edg/95.0.1020.40","9619","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2Uc0m0DsNOI8w**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2Uc0m0DsNOI8w**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2Uc0m0DsNOI8w**","not_in_market","50325","under25","1","0"
"Y4RawWTI3DF-UuJdN_ARR5-8wakvNuTFvK6wMWVa0qTZtjcXGcm_H3GfkzoOCpDz","2021-11-02 02:13:57","2021-11-02 02:14:36","2021-11-02 02:14:37","","85syV5osN2UQjg-ZdFa_yg**","173.175.239.12","Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","1935","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2UQjg-ZdFa_yg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2UQjg-ZdFa_yg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2UQjg-ZdFa_yg**","no_timeline","76051","inc_35to50","0","0"
"yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1","2021-11-02 02:14:46","2021-11-02 02:15:21","2021-11-02 02:15:21","","85syV5osN2XiyxFv1ZOKTQ**","174.252.193.22","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","1","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XiyxFv1ZOKTQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XiyxFv1ZOKTQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XiyxFv1ZOKTQ**","1year","16101","under25","0","0"
"PC_itNyBTHBb4xvn8oXzFHqtLuvsq_3Wf9-Lsk17UyweaSsNz8sMqHPO3GcfnmwH","2021-11-02 02:14:57","2021-11-02 02:15:43","2021-11-02 02:15:43","","85syV5osN2UGY_3QjKsLMg**","98.24.118.104","Mozilla/5.0 (Linux; Android 9; U307AS Build/P00610; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.50 Mobile Safari/537.36","2446","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2UGY_3QjKsLMg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2UGY_3QjKsLMg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2UGY_3QjKsLMg**","not_in_market","29702","under25","1","0"
"q2Dw_G48GWZjcFnWLp2T0W9_V1Tk6wddeSf_Eyp3_FsrJGiv0bH6XxlS-eYWIouN","2021-11-02 02:17:09","2021-11-02 14:31:25","","","85syV5osN2VidFBuyrCDkQ**","73.29.89.23","Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/95.0.4638.50 Mobile/15E148 Safari/604.1","7461","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2VidFBuyrCDkQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2VidFBuyrCDkQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2VidFBuyrCDkQ**","","","","",""
"W3JzN9RKIo0B0_Vje2OZBExvZNot79Ygc-2l3TcTK4boPvFNNyThwxqCCb4Ul1cw","2021-11-02 02:20:53","2021-11-02 02:22:06","2021-11-02 02:22:06","","85syV5osN2WJjSmuDka46g**","67.21.186.109","Mozilla/5.0 (iPhone; CPU iPhone OS 15_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1","2563","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WJjSmuDka46g**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WJjSmuDka46g**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WJjSmuDka46g**","not_in_market","29678","under25","1","0"
